,date,date_utc,open,high,low,close,volume
364,03-14-2023,1678800600,151.28,152.79,151.18,152.53,6308390
365,03-14-2023,1678801500,152.54,152.79,152.03,152.54,2590554
366,03-14-2023,1678802400,152.52,153.03,152.37,152.68,2382323
367,03-14-2023,1678803300,152.68,152.8,152.19,152.78,1815506
368,03-14-2023,1678804200,152.77,153.09,152.72,152.9,1911279
369,03-14-2023,1678805100,152.89,153.2,152.61,152.65,1876302
370,03-14-2023,1678806000,152.64,153.32,152.62,153.24,1486640
371,03-14-2023,1678806900,153.24,153.31,153.01,153.07,1341657
372,03-14-2023,1678807800,153.06,153.4,152.94,153.11,1646585
373,03-14-2023,1678808700,153.11,153.14,152.66,152.68,1461612
374,03-14-2023,1678809600,152.68,153.04,152.5,153.01,1579517
375,03-14-2023,1678810500,153.0,153.01,152.55,152.71,1276007
376,03-14-2023,1678811400,152.71,152.89,152.3,152.56,2999827
377,03-14-2023,1678812300,152.56,152.9,152.39,152.56,1338939
378,03-14-2023,1678813200,152.57,152.8,151.99,152.02,1437655
379,03-14-2023,1678814100,152.0,152.01,151.23,151.82,2605781
380,03-14-2023,1678815000,151.81,152.16,150.6,150.82,2603585
381,03-14-2023,1678815900,150.82,151.36,150.52,150.98,2974666
382,03-14-2023,1678816800,150.98,151.22,150.43,151.04,2011463
383,03-14-2023,1678817700,151.02,151.45,150.78,151.36,1744417
384,03-14-2023,1678818600,151.36,151.61,151.14,151.31,1493775
385,03-14-2023,1678819500,151.3,151.64,150.94,151.01,1386562
386,03-14-2023,1678820400,151.01,151.24,150.1,150.26,1858400
387,03-14-2023,1678821300,150.25,150.88,150.11,150.87,2306143
388,03-14-2023,1678822200,150.86,151.5,150.69,151.46,2203632
389,03-14-2023,1678823100,151.46,152.81,151.37,152.52,7658625
390,03-15-2023,1678887000,151.19,151.78,150.7,151.65,6795471
391,03-15-2023,1678887900,151.66,151.8,150.9,151.21,2948174
392,03-15-2023,1678888800,151.22,151.65,150.73,150.81,2881568
393,03-15-2023,1678889700,150.82,151.06,150.46,150.6,2539553
394,03-15-2023,1678890600,150.54,151.0,150.13,150.34,2563697
395,03-15-2023,1678891500,150.33,150.98,149.92,150.92,2813581
396,03-15-2023,1678892400,150.94,151.2,150.56,151.12,2325639
397,03-15-2023,1678893300,151.13,151.29,150.72,150.82,1781722
398,03-15-2023,1678894200,150.82,151.41,150.67,151.37,1674608
399,03-15-2023,1678895100,151.38,151.85,151.09,151.17,2210088
400,03-15-2023,1678896000,151.16,151.35,150.52,150.66,1504139
401,03-15-2023,1678896900,150.66,150.95,150.43,150.81,1628323
402,03-15-2023,1678897800,150.81,151.23,150.66,150.88,1274270
403,03-15-2023,1678898700,150.88,151.17,150.45,150.59,1396682
404,03-15-2023,1678899600,150.59,151.46,150.5,151.43,1658493
405,03-15-2023,1678900500,151.42,151.66,151.21,151.59,1549828
406,03-15-2023,1678901400,151.59,151.84,151.34,151.81,2183018
