,date,date_utc,open,high,low,close,volume
42,02-23-2023,1677177000,199.15,200.04,198.8,199.67,3434765
43,02-23-2023,1677177900,199.67,200.83,199.6,200.35,4711116
44,02-23-2023,1677178800,200.37,202.75,200.13,202.38,5924661
45,02-23-2023,1677179700,202.4,203.0,202.1,202.27,5610663
46,02-23-2023,1677180600,202.3,203.28,201.63,201.81,5381563
47,02-23-2023,1677181500,201.81,202.13,200.91,201.29,3905823
48,02-23-2023,1677182400,201.31,202.1,200.89,201.54,4485981
49,02-23-2023,1677183300,201.55,202.89,201.44,202.83,4380000
50,02-23-2023,1677184200,202.86,203.14,202.2,202.6,4537738
51,02-23-2023,1677185100,202.6,202.6,201.39,201.99,5854811
52,02-24-2023,1677249000,196.32,197.44,194.41,194.52,17283802
